Title,Affiliation,Cited By Count,Aggregation Type,Author Keywords,Index Keywords,Abstract,Description,DOI,eid,Open Access?
USE OF LANDSAT TECHNOLOGY BY STATISTICAL REPORTING SERVICE.,"['', '', '', '']",1,Journal,[],"['CROP ACREAGE ESTIMATES', 'LANDSAT DATA']","An area sampling frame is described, and the sampling error and bias of an estimate are defined. LANDSAT data is explained in the framework of the Statistical Reporting Servicew of the U. S. Dept. of Agriculture and the essential components of computer classification are delineated. A procedure is presented that utilizes satellite data to improve an estimator with 3 percent sampling error.","An area sampling frame is described, and the sampling error and bias of an estimate are defined. LANDSAT data is explained in the framework of the Statistical Reporting Servicew of the U. S. Dept. of Agriculture and the essential components of computer classification are delineated. A procedure is presented that utilizes satellite data to improve an estimator with 3 percent sampling error.",,2-s2.0-0017272817,
PACIFIC NORTHWEST RESOURCES INVENTORY DEMONSTRATION.,"['', '', '', '']",0,Journal,[],"['LAND RESOURCE INVENTORY', 'LANDSAT DATA']","The Pacific Northwest Land Resource Inventory Demonstration project is being carried out jointly by NASA, the U. S. Department of the Interior (USDI) and Pacific Northwest Regional Commission (PNRC) through the technical capability provided by NASA, USDI and contractor support. The project is designed to demonstrate to users from state and local agencies in Washington, Oregon, and Idaho the cost effective role that LANDSAT derived information can play in natural resource planning and management when properly supported by ground data and aircraft data.","The Pacific Northwest Land Resource Inventory Demonstration project is being carried out jointly by NASA, the U. S. Department of the Interior (USDI) and Pacific Northwest Regional Commission (PNRC) through the technical capability provided by NASA, USDI and contractor support. The project is designed to demonstrate to users from state and local agencies in Washington, Oregon, and Idaho the cost effective role that LANDSAT derived information can play in natural resource planning and management when properly supported by ground data and aircraft data.",,2-s2.0-0017271818,
PRODUCT ASSURANCE ACTIVITIES FOR LONG-LIFE SPACE PROGRAMS.,"['', '', '', '']",0,Journal,[],[],"General Electric has made a continuing long-term investment in the development of Product Assurance management techniques for manufacturing, assembling, testing and qualifying high reliability equipment used in manned and unmanned space missions. This product assurance experience has paid off in two important ways: substantial savings in spacecraft and space system costs; and longer life in space for parts, components, equipment and systems. Examples include the well-known Nimbus and Landsat programs. Product assurance activities at GE Space Division are composed of proven high reliability parts management practices, process readiness and certification, test readiness, and product safety controls. This presentation covers high points of these activities.","General Electric has made a continuing long-term investment in the development of Product Assurance management techniques for manufacturing, assembling, testing and qualifying high reliability equipment used in manned and unmanned space missions. This product assurance experience has paid off in two important ways: substantial savings in spacecraft and space system costs; and longer life in space for parts, components, equipment and systems. Examples include the well-known Nimbus and Landsat programs. Product assurance activities at GE Space Division are composed of proven high reliability parts management practices, process readiness and certification, test readiness, and product safety controls. This presentation covers high points of these activities.",,2-s2.0-0017271744,
LANDSAT DIGITAL IMAGE RECTIFICATION SYSTEM.,"['', '', '', '']",4,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA', 'PREPROCESSING']","DIRS is a Digital Image Rectification System for the geometric correction of Landsat Multispectral Scanner digital image data. DIRS removes spatial distortions from the data and brings it into conformance with the Universal Transverse Mercator (UTM) map projection. Scene data in the form of landmarks or Ground Control Points (GCPs) are used to drive the geometric correction algorithms. The system offers extensive capabilities for ″shade printing″ to aid in the determination of GCPs. Affine, two dimensional least squares polynomial and spacecraft attitude modeling techniques for geometric mapping are provided. Entire scenes or selected quadrilaterals may be rectified. Resampling through nearest neighbor or cubic convolution at user designated intervals is available.","DIRS is a Digital Image Rectification System for the geometric correction of Landsat Multispectral Scanner digital image data. DIRS removes spatial distortions from the data and brings it into conformance with the Universal Transverse Mercator (UTM) map projection. Scene data in the form of landmarks or Ground Control Points (GCPs) are used to drive the geometric correction algorithms. The system offers extensive capabilities for ″shade printing″ to aid in the determination of GCPs. Affine, two dimensional least squares polynomial and spacecraft attitude modeling techniques for geometric mapping are provided. Entire scenes or selected quadrilaterals may be rectified. Resampling through nearest neighbor or cubic convolution at user designated intervals is available.",,2-s2.0-0017268892,
AUTOMATED RECOGNITION OF URBAN DEVELOPMENT FROM LANDSAT IMAGES.,"['', '', '', '']",2,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","The problems and progress made in the development of automated methods for the recognition and extraction of urban land use features from LANDSAT digital data of the UK are described. In the data examined so far density slicing in one waveband appears to be almost as effective as multiwaveband classification in selecting the urban areas. While absolute boundaries may be difficult to delineate, new developments may be recognizable which would be adequate for monitoring needs. It appears important to include the effects of seasonal change and make use of texural analysis in the classification process.","The problems and progress made in the development of automated methods for the recognition and extraction of urban land use features from LANDSAT digital data of the UK are described. In the data examined so far density slicing in one waveband appears to be almost as effective as multiwaveband classification in selecting the urban areas. While absolute boundaries may be difficult to delineate, new developments may be recognizable which would be adequate for monitoring needs. It appears important to include the effects of seasonal change and make use of texural analysis in the classification process.",,2-s2.0-0017268889,
LANDSAT FOREST AND RANGE INVENTORY OF SOUTHEAST TEXAS COUNTIES BY ADMINISTRATIVE BOUNDARIES.,"['', '', '', '']",0,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","A computer-aided inventory of satellite data on forest and range land in southeast Texas counties (Walker, Montgomery, and San Jacinto) was conducted. Specifically, the study was designed to develop procedures to inventory these features to determine the acreage by administrative boundaries and to evaluate the classification results. Two Landsat data sets (May and November 1973) were analyzed by means of an interactive computer process utilizing a training field classification approach. The classification results were evaluated first using historical data and again using a technique which involved sample pilot checks. The study determined that pine, hardwood, and range could be inventoried by county boundaries in May. Mixed acreages could not be determined in either May or November. The forest classes and range were not spectrally separable on the November data.","A computer-aided inventory of satellite data on forest and range land in southeast Texas counties (Walker, Montgomery, and San Jacinto) was conducted. Specifically, the study was designed to develop procedures to inventory these features to determine the acreage by administrative boundaries and to evaluate the classification results. Two Landsat data sets (May and November 1973) were analyzed by means of an interactive computer process utilizing a training field classification approach. The classification results were evaluated first using historical data and again using a technique which involved sample pilot checks. The study determined that pine, hardwood, and range could be inventoried by county boundaries in May. Mixed acreages could not be determined in either May or November. The forest classes and range were not spectrally separable on the November data.",,2-s2.0-0017268134,
RESOURCE INVENTORY USING LANDSAT DATA FOR AREAWIDE WATER QUALITY PLANNING.,"['', '', '', '']",1,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","Section 208 of the Federal Water Pollution Control Act Amendments of 1972 provides regional planning agencies with the opportunity and funds to conduct areawide water quality management studies. The Triangle J Council of Governments, N. C. , was the first regional planning agency to receive funds to conduct such a study. Triangle J's 208 work plan focuses on the interrelationships of water quality, land use, and environmental resources with the generation and evaluation of alternatives for solving point and nonpoint source water quality problems. Triangle J utilized LANDSAT imagery to provide an essential data base for major portions of the 208 inventory of existing resources, as well as for input data in modeling the region's water quality and future development patterns. The completed inventory was accomplished in less than three months at a cost of approximately 4. 00 per square mi.","Section 208 of the Federal Water Pollution Control Act Amendments of 1972 provides regional planning agencies with the opportunity and funds to conduct areawide water quality management studies. The Triangle J Council of Governments, N. C. , was the first regional planning agency to receive funds to conduct such a study. Triangle J's 208 work plan focuses on the interrelationships of water quality, land use, and environmental resources with the generation and evaluation of alternatives for solving point and nonpoint source water quality problems. Triangle J utilized LANDSAT imagery to provide an essential data base for major portions of the 208 inventory of existing resources, as well as for input data in modeling the region's water quality and future development patterns. The completed inventory was accomplished in less than three months at a cost of approximately 4. 00 per square mi.",,2-s2.0-0017268132,
ILLINOIS CROP-ACREAGE ESTIMATION EXPERIMENT.,"['', '', '', '']",1,Journal,[],"['CROP ACREAGE ESTIMATES', 'LANDSAT DATA']","Remote-sensing data analysis research is described that was conducted collaboratively during the last year by personnel of the Center for Advanced Computation (CAC) of the University of Illinois at Urbana-Champaign and the Statistical Reporting Service (SRS) of the U. S. Department of Agriculture. The research reported has been undertaken by CAC and SRS to assess the practicalities of existing high-volume earth observations data acquisition, processing, and communication technologies such as LANDSAT, the ILLIAC IV parallel computer, and the ARPA Network as mechanisms for improving the accuracy of USDA annual estimates of agricultural crop acreages for geographic regions corresponding to U. S. states.","Remote-sensing data analysis research is described that was conducted collaboratively during the last year by personnel of the Center for Advanced Computation (CAC) of the University of Illinois at Urbana-Champaign and the Statistical Reporting Service (SRS) of the U. S. Department of Agriculture. The research reported has been undertaken by CAC and SRS to assess the practicalities of existing high-volume earth observations data acquisition, processing, and communication technologies such as LANDSAT, the ILLIAC IV parallel computer, and the ARPA Network as mechanisms for improving the accuracy of USDA annual estimates of agricultural crop acreages for geographic regions corresponding to U. S. states.",,2-s2.0-0017266480,
LARGE AREA CROP INVENTORY EXPERIMENT (LACIE) - AN APPLICATION OF REMOTE SENSING BY MULTISPECTRAL SCANNERS.,"['', '', '', '']",0,Journal,[],[],"Primary data sources for LACIE are (1) multispectral radiance measurements acquired by the Landsat satellite; (2) meteorological data from both ground weather stations reported through the World Meteorological Organization (WMO) network and from meteorological satellites and (3) certain historic information. These data are computer vprocessed to estimate wheat area from the Landsat data, yield from meteorological data and production, the product of area and yield. Experimental reports are produced on wheat area, yield and production on a periodic basis for selected wheat-production on a periodic basis for selected wheat-producing regions. LACIE is being conducted jointly by the NASA, NOAA, and USDA to prove out an economically important application of remote sensing from space. The experiment has completed its first phase of activity in estimating wheat area, yield and production for a ″yardstick″ area in the U. S. Great Plains. The technical approach to LACIE, the activity already completed and the tentative results of the first phase of the activity.","Primary data sources for LACIE are (1) multispectral radiance measurements acquired by the Landsat satellite; (2) meteorological data from both ground weather stations reported through the World Meteorological Organization (WMO) network and from meteorological satellites and (3) certain historic information. These data are computer vprocessed to estimate wheat area from the Landsat data, yield from meteorological data and production, the product of area and yield. Experimental reports are produced on wheat area, yield and production on a periodic basis for selected wheat-production on a periodic basis for selected wheat-producing regions. LACIE is being conducted jointly by the NASA, NOAA, and USDA to prove out an economically important application of remote sensing from space. The experiment has completed its first phase of activity in estimating wheat area, yield and production for a ″yardstick″ area in the U. S. Great Plains. The technical approach to LACIE, the activity already completed and the tentative results of the first phase of the activity.",,2-s2.0-0017247095,
EVALUATION OF CLASSIFICATION PROCEDURES FOR ESTIMATING WHEAT ACREAGE IN KANSAS.,"['', '', '', '']",0,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","Results of experiments which were performed to evaluate procedures for estimating wheat acreage in intensive test sites (ITS's) in Kansas are presented. An analyst/interpreter (AI) selected and labeled fields from Landsat-1 satellite imagery. Statistics were generated for each selected ITS, and the imagery was classified using a maximum likelihood classifier. Various components of the classification process were tested.","Results of experiments which were performed to evaluate procedures for estimating wheat acreage in intensive test sites (ITS's) in Kansas are presented. An analyst/interpreter (AI) selected and labeled fields from Landsat-1 satellite imagery. Statistics were generated for each selected ITS, and the imagery was classified using a maximum likelihood classifier. Various components of the classification process were tested.",,2-s2.0-0017247058,
ANALYSIS OF GEOPHYSICAL REMOTE SENSING DATA USING MULTIVARIATE PATTERN RECOGNITION TECHNIQUES.,"['', '', '', '']",2,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","Multivariate statistical pattern recognition techniques have been widely used in the analysis of multispectral scanner remote sensing data for crop surveys, forest mapping, land use surveys and in many other applications. These applications are restricted basically to surface cover reflectance and emissivity phenomena. In the study described in this paper multivariate analysis techniques were applied to geophysical remote sensing data which measures phenomena occurring beneath the surface of the earth. Three types of geophysical data: magnetic anomaly, induced pulse transient, and gamma ray data were digitized, registered and analyzed to observe relationships to known geology. In addition several types of surficial remote sensing data including LANDSAT multispectral scanner, side looking airborne radar (SLAR) and thermal infrared scanner data were included in the multivariate data set to enable evaluation of all the available remote sensing variables. The preprocessing and analysis techniques are discussed and results showing correlations between variables and relationships to geology is presented.","Multivariate statistical pattern recognition techniques have been widely used in the analysis of multispectral scanner remote sensing data for crop surveys, forest mapping, land use surveys and in many other applications. These applications are restricted basically to surface cover reflectance and emissivity phenomena. In the study described in this paper multivariate analysis techniques were applied to geophysical remote sensing data which measures phenomena occurring beneath the surface of the earth. Three types of geophysical data: magnetic anomaly, induced pulse transient, and gamma ray data were digitized, registered and analyzed to observe relationships to known geology. In addition several types of surficial remote sensing data including LANDSAT multispectral scanner, side looking airborne radar (SLAR) and thermal infrared scanner data were included in the multivariate data set to enable evaluation of all the available remote sensing variables. The preprocessing and analysis techniques are discussed and results showing correlations between variables and relationships to geology is presented.",,2-s2.0-0017244354,
TASSELLED CAP - A GRAPHIC DESCRIPTION OF THE SPECTRAL-TEMPORAL DEVELOPMENT OF AGRICULTURAL CROPS AS SEEN BY LANDSAT.,"['', '', '', '']",857,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","The time trajectories of agricultural data points as seen in LANDSAT signal space form a pattern suggestive of a tasselled wooly cap. Using this easily visualized three dimensional construct most of the important phenomena of crop development and observation variables are pointed out, named, discussed and measured. The important crop phenomena described are the distribution of signals from bare soil, the processes of green development, of yellow development, of shadowing and of harvesting. The important external variables include view angle, sun angle, atmospheric haze, and atmospheric water vapor.","The time trajectories of agricultural data points as seen in LANDSAT signal space form a pattern suggestive of a tasselled wooly cap. Using this easily visualized three dimensional construct most of the important phenomena of crop development and observation variables are pointed out, named, discussed and measured. The important crop phenomena described are the distribution of signals from bare soil, the processes of green development, of yellow development, of shadowing and of harvesting. The important external variables include view angle, sun angle, atmospheric haze, and atmospheric water vapor.",,2-s2.0-0017242348,
"MACHINE ESTIMATION OF TIMBER VOLUMES FOR USE IN SAMPLING SURVEYS - A METHOD FOR HIGH FLIGHT AND SPACE IMAGERY, INTERFACE CONSIDERATIONS, AND RESULTS.","['', '', '', '']",0,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","The digital timber volume estimation method was developed primarily for use with Landsat MSS scanner data. The technique makes use of a vector field clustering algorithm, nearest neighbor classification, and regression analysis. When such a technique is to be applied to reduce the cost for a given level of precision in a forest inventory, the interface between sampling methods and the digital estimation model must be considered. The candidate models and sampling methods must be evaluated using test data as closely related to actual circumstances as possible.","The digital timber volume estimation method was developed primarily for use with Landsat MSS scanner data. The technique makes use of a vector field clustering algorithm, nearest neighbor classification, and regression analysis. When such a technique is to be applied to reduce the cost for a given level of precision in a forest inventory, the interface between sampling methods and the digital estimation model must be considered. The candidate models and sampling methods must be evaluated using test data as closely related to actual circumstances as possible.",,2-s2.0-0017242347,
MONITORING THE ENVIRONMENT THROUGH REMOTE SATELLITE SENSING.,"['', '', '', '']",0,Journal,[],[],"Remote sensing application of the LANDSAT satellite series, which was begun in 1972, and the anticipated remote sensing applications of planned satellites, e. g. , SEASAT, STORMSAT and SPACELAB, are reviewed. A large number of environmental parameters will be determined from these observations. Included are rain mapping and water vapor profiling, polar glacier and snow study, ocean temperature and sea ice, water resources and soil moisture, and cloud physics. In addition to passive sensing, active techniques using laser methods will be used. Parameters to be determined include atmospheric constituents, pollutants, effects of pollutants on organic concentrations, photochemical processes, effects of space launch exhaust products and high flying aircraft, sea-state and plankton concentrations.","Remote sensing application of the LANDSAT satellite series, which was begun in 1972, and the anticipated remote sensing applications of planned satellites, e. g. , SEASAT, STORMSAT and SPACELAB, are reviewed. A large number of environmental parameters will be determined from these observations. Included are rain mapping and water vapor profiling, polar glacier and snow study, ocean temperature and sea ice, water resources and soil moisture, and cloud physics. In addition to passive sensing, active techniques using laser methods will be used. Parameters to be determined include atmospheric constituents, pollutants, effects of pollutants on organic concentrations, photochemical processes, effects of space launch exhaust products and high flying aircraft, sea-state and plankton concentrations.",,2-s2.0-0017241852,
SATELLITE DATA FOR SURFACE-MINE INVENTORY.,"['', '', '', '']",0,Journal,[],[],"The ability to routinely monitor the progress of surface mining and reclamation is necessary for effective enforcement of state environmental regulations. Many states still lack the quantitative information which is needed to monitor the affected areas. To determine the feasibility of satellite data for surface-mine inventory, particularly as it applies to coal, a case study was conducted in Maryland. The ability to identify, classify, and measure strip-mine surfaces in a two-county area of western Maryland has been demonstrated through the use of computer processing. On the basis of these results the use of Landsat satellite data and multi-level sampling of aircraft and field verification inspections, multispectral analysis of digital data has proven to be an effective, rapid, and accurate means of monitoring the surface mining cycle.","The ability to routinely monitor the progress of surface mining and reclamation is necessary for effective enforcement of state environmental regulations. Many states still lack the quantitative information which is needed to monitor the affected areas. To determine the feasibility of satellite data for surface-mine inventory, particularly as it applies to coal, a case study was conducted in Maryland. The ability to identify, classify, and measure strip-mine surfaces in a two-county area of western Maryland has been demonstrated through the use of computer processing. On the basis of these results the use of Landsat satellite data and multi-level sampling of aircraft and field verification inspections, multispectral analysis of digital data has proven to be an effective, rapid, and accurate means of monitoring the surface mining cycle.",,2-s2.0-0017220399,
REMOTE SENSING AS A CONTRIBUTOR TO REDUCING MINING HAZARDS.,"['', '', '', '']",0,Journal,[],[],"Roof falls, many related to naturally occurring fracture systems in the coal-bearing rocks, are a primary cause of accidents in underground coal mines. This paper describes a feasibility study of remote sensing applications to roof fall analysis and prediction. Complementary LANDSAT imagery and high-altitude aircraft photography were tested as a tool that might be useful in predicting roof-related coal mine hazards. The LANDSAT imagery was found to be useful in detecting bedrock fractures beneath several tens of feet of unconsolidated materials.","Roof falls, many related to naturally occurring fracture systems in the coal-bearing rocks, are a primary cause of accidents in underground coal mines. This paper describes a feasibility study of remote sensing applications to roof fall analysis and prediction. Complementary LANDSAT imagery and high-altitude aircraft photography were tested as a tool that might be useful in predicting roof-related coal mine hazards. The LANDSAT imagery was found to be useful in detecting bedrock fractures beneath several tens of feet of unconsolidated materials.",,2-s2.0-0017220396,
CANOPY-RELATED STRATIFICATION OF A SOUTHERN PINE FOREST USING LANDSAT DIGITAL DATA.,"['', '', '', '']",1,Journal,[],[],An investigation was undertaken to determine if a consistent stratification of a Southern pine forest could be obtained by using Landsat multispectral scanner data to assess crown closure. Winter and summer Landsat scenes of the North Carolina coastal region were analyzed individually and then registered and merged to take advantge of temporal changes in the forest canopy. Three levels of pine crown closure were accurately delineated. The applicability of this stratification as supplemental input to a forest inventory system is also discussed.,An investigation was undertaken to determine if a consistent stratification of a Southern pine forest could be obtained by using Landsat multispectral scanner data to assess crown closure. Winter and summer Landsat scenes of the North Carolina coastal region were analyzed individually and then registered and merged to take advantge of temporal changes in the forest canopy. Three levels of pine crown closure were accurately delineated. The applicability of this stratification as supplemental input to a forest inventory system is also discussed.,,2-s2.0-0017220152,
"SATELLITE IMAGERY, AN EVOLVING RESOURCES EXPLORATION TOOL.","['', '', '', '']",0,Journal,[],[],"This paper examines the present and prospective roles of LANDSAT technology in petroleum exploration. A few of the several techniques which have been developed for treatment of LANDSAT data are reviewed, including density slicing and edge enhancement methods. The author stresses the need for ore users despite the fact that there is a rising and widening of interest in LANDSAT imagery. The EROS (Earth Resources Observation Systems) and the ERTS (Earth Resources Technology Satellite) are also dealt with.","This paper examines the present and prospective roles of LANDSAT technology in petroleum exploration. A few of the several techniques which have been developed for treatment of LANDSAT data are reviewed, including density slicing and edge enhancement methods. The author stresses the need for ore users despite the fact that there is a rising and widening of interest in LANDSAT imagery. The EROS (Earth Resources Observation Systems) and the ERTS (Earth Resources Technology Satellite) are also dealt with.",,2-s2.0-0017219110,
FLOOD FREQUENCY STUDIES ON UNGAGED URBAN WATERSHEDS USING REMOTELY SENSED DATA.,"['', '', '', '']",2,Journal,[],['FLOOD FREQUENCY STUDIES'],"One approach to determining flood frequency data is to use a continuous streamflow generation model. If the model is to be useful in ungaged watersheds, its parameters must be related to measurable watershed characteristics. The paper reports on an investigation to develop a technique for estimating parameter values for the STORM model using satellite multispectral remote sensing (Landsat) of watershed characteristics. One of the most attractive features of STORM is that it has only two calibration parameters and those can be given physical interpretations in flood analysis. Regional relationships are presented for predicting the STORM parameters, a runoff coefficient and a depression storage coefficient, from the percent of impervious area.","One approach to determining flood frequency data is to use a continuous streamflow generation model. If the model is to be useful in ungaged watersheds, its parameters must be related to measurable watershed characteristics. The paper reports on an investigation to develop a technique for estimating parameter values for the STORM model using satellite multispectral remote sensing (Landsat) of watershed characteristics. One of the most attractive features of STORM is that it has only two calibration parameters and those can be given physical interpretations in flood analysis. Regional relationships are presented for predicting the STORM parameters, a runoff coefficient and a depression storage coefficient, from the percent of impervious area.",,2-s2.0-0017218559,
LINEAR DIMENSIONALITY OF LANDSAT AGRICULTURAL DATA WITH IMPLICATIONS FOR CLASSIFICATION.,"['', '', '', '']",11,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","A model for the LANDSAT multispectral scanner data, representing a generalization of the commonly used Gaussian model, has been formulated and analyzed. The model hypothesizes that the data for different crop types essentially lie on distinct hyperplanes in the feature space. Tests of this model reveal that: the agricultural data from any single acquisition (i. e. , four-channel) of LANDSAT are essentially two dimensional, regardless of the crop type; the data from different sites and different stages of crop development all lie on planes which are parallel. These findings have significant implications for data display, classification, feature extraction, and signature extension.","A model for the LANDSAT multispectral scanner data, representing a generalization of the commonly used Gaussian model, has been formulated and analyzed. The model hypothesizes that the data for different crop types essentially lie on distinct hyperplanes in the feature space. Tests of this model reveal that: the agricultural data from any single acquisition (i. e. , four-channel) of LANDSAT are essentially two dimensional, regardless of the crop type; the data from different sites and different stages of crop development all lie on planes which are parallel. These findings have significant implications for data display, classification, feature extraction, and signature extension.",,2-s2.0-0017218482,
STRATIFICATION OF LANDSAT DATA BY CLUSTERING.,"['', '', '', '']",1,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","Full realization of the potential advantages of the synoptic coverage provided by Landsat will require the development and use of data analysis techniques which take into account the large variation and diversity of patterns found over many Landsat scenes. Stratification of the scene into units which are internally homogeneous is recommended as a first step in the analysis of data for whole or multiple frames of Landsat data. The use of clustering as an objective and efficient method of dividing scenes into areas which are spectrally similar (strata) is discussed and initial results, including classification performances and comparisons of spectral strata with major physical factors, are presented.","Full realization of the potential advantages of the synoptic coverage provided by Landsat will require the development and use of data analysis techniques which take into account the large variation and diversity of patterns found over many Landsat scenes. Stratification of the scene into units which are internally homogeneous is recommended as a first step in the analysis of data for whole or multiple frames of Landsat data. The use of clustering as an objective and efficient method of dividing scenes into areas which are spectrally similar (strata) is discussed and initial results, including classification performances and comparisons of spectral strata with major physical factors, are presented.",,2-s2.0-0017217873,
LANDSAT SIGNATURE DEVELOPMENT PROGRAM.,"['', '', '', '']",1,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","The LANDSAT Signature Development Program, LSDP, is designed to produce an unsupervised classification of a scene from a LANDSAT tape. This classification is based on the clustering tendencies of the multispectral scanner data processed from the scene. The program will generate a character map that, by identifying each of the general classes of surface features extracted from the scene data with a specific line printer symbol, indicates the approximate locations and distributions of these general classes within the scene. Also provided with the character map are a number of tables each of which describes either some aspect of the spectral properties of the resultant classes, some inter-class relationship, the incidence of picture elements assigned to the various classes in the character map classification of the scene, or some significant intermediate stage in the development of the final classes.","The LANDSAT Signature Development Program, LSDP, is designed to produce an unsupervised classification of a scene from a LANDSAT tape. This classification is based on the clustering tendencies of the multispectral scanner data processed from the scene. The program will generate a character map that, by identifying each of the general classes of surface features extracted from the scene data with a specific line printer symbol, indicates the approximate locations and distributions of these general classes within the scene. Also provided with the character map are a number of tables each of which describes either some aspect of the spectral properties of the resultant classes, some inter-class relationship, the incidence of picture elements assigned to the various classes in the character map classification of the scene, or some significant intermediate stage in the development of the final classes.",,2-s2.0-0017217549,
Turbidity Sources in Lake Superior,"['60009875', 'University of Minnesota Duluth', 'Duluth', 'United States']",13,Journal,[],['TURBIDITY'],"Landsat data and measurements of turbidity profiles with depth, suspended solids and particle sizes are used in analysis of red clay turbidity plumes in western Lake Superior for a variety of wind conditions. The measurements allow for an estimate of the relative contribution to lake turbidity arising from shore erosion, runoff, and bottom sediment resuspension. The major source of turbidity is due to erosion, yielding an estimated 2.3 × 10° metric tons of material removed per year from the shores of Douglas County, Wisconsin. This is equivalent to a shore recession rate of nearly 1.2 m/year. During the months of May through November when all three turbidity sources contribute, 70% of the total suspended load observed in the lake is due to shore erosion, 10% is due to precipitation runoff from the rivers (with major input in this category coming from the Nemadji River), and 20% of the load is due to resuspension. © 1976, International Association for Great Lakes Research. All rights reserved.","Landsat data and measurements of turbidity profiles with depth, suspended solids and particle sizes are used in analysis of red clay turbidity plumes in western Lake Superior for a variety of wind conditions. The measurements allow for an estimate of the relative contribution to lake turbidity arising from shore erosion, runoff, and bottom sediment resuspension. The major source of turbidity is due to erosion, yielding an estimated 2.3 × 10° metric tons of material removed per year from the shores of Douglas County, Wisconsin. This is equivalent to a shore recession rate of nearly 1.2 m/year. During the months of May through November when all three turbidity sources contribute, 70% of the total suspended load observed in the lake is due to shore erosion, 10% is due to precipitation runoff from the rivers (with major input in this category coming from the Nemadji River), and 20% of the load is due to resuspension. © 1976, International Association for Great Lakes Research. All rights reserved.",10.1016/S0380-1330(76)72302-5,2-s2.0-0017217286,FALSE
FILTERING TO REMOVE CLOUD COVER IN SATELLITE IMAGERY.,"['', '', '', '']",1,Journal,[],['LANDSAT DATA'],"The possibility of filtering light cloud cover in satellite imagery to expose objects beneath the clouds is discussed. A model of the cloud distortion process is developed and a transformation is introduced which makes the signal and noise additive so that optimum linear filtering techniques can be applied. This homomorphic filtering can be done in the two dimensional image plane, or it can be extended to include the spectral dimension on multispectral data. This three dimensional filter is especially promising because clouds tend to follow a common spectral response. The noise statistics can either be estimated from a general cloud model or they can be derived from a multispectral classification program. Results from a computer simulation and from LANDSAT data are shown.","The possibility of filtering light cloud cover in satellite imagery to expose objects beneath the clouds is discussed. A model of the cloud distortion process is developed and a transformation is introduced which makes the signal and noise additive so that optimum linear filtering techniques can be applied. This homomorphic filtering can be done in the two dimensional image plane, or it can be extended to include the spectral dimension on multispectral data. This three dimensional filter is especially promising because clouds tend to follow a common spectral response. The noise statistics can either be estimated from a general cloud model or they can be derived from a multispectral classification program. Results from a computer simulation and from LANDSAT data are shown.",,2-s2.0-0017216381,
PROCAMS: A SECOND GENERATION MULTISPECTRAL-MULTITEMPORAL DATA PROCESSING SYSTEM FOR AGRICULTURAL MENSURATION.,"['', '', '', '']",0,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","A prototype operational data-processing system has been defined, implemented, and tested by Multispectral Analysis Section personnel of the Environmental Research Institute of Michigan (ERIM). This system has been designed for the classification and mensuration of agricultural crops through the use of data provided by the LANDSAT satellite scanner. The specific crops for which the system was designed are the small grains including wheat, rye, oats, and barley, although the system as designed is not limited to these particular crops. The processing system, known as PROCAMS overcomes the difficulties with previous processing systems and takes advantage of advanced techniques and understanding to help reduce the need for classifier training information. As presently defined, it provides for the use of many options depending on the characteristics of the available data.","A prototype operational data-processing system has been defined, implemented, and tested by Multispectral Analysis Section personnel of the Environmental Research Institute of Michigan (ERIM). This system has been designed for the classification and mensuration of agricultural crops through the use of data provided by the LANDSAT satellite scanner. The specific crops for which the system was designed are the small grains including wheat, rye, oats, and barley, although the system as designed is not limited to these particular crops. The processing system, known as PROCAMS overcomes the difficulties with previous processing systems and takes advantage of advanced techniques and understanding to help reduce the need for classifier training information. As presently defined, it provides for the use of many options depending on the characteristics of the available data.",,2-s2.0-0017215441,
